order_id,customer_id,order_date,total_amount,status
O1532,C0160,2026-04-13 00:02:00,230.73,completed
O1533,C0161,2025-01-20 01:12:00,158.1,completed
O1534,C0161,2025-01-31 17:25:00,37.56,completed
O1535,C0161,2025-02-14 09:15:00,344.87,processing
O1536,C0161,2025-03-20 07:57:00,237.16,completed
O1537,C0161,2025-04-17 05:46:00,78.5,completed
O1538,C0161,2025-05-29 19:26:00,56.79,completed
O1539,C0161,2025-06-10 20:18:00,96.43,completed
O1540,C0161,2025-06-16 19:19:00,944.79,completed
O1541,C0161,2025-07-20 22:38:00,89.0,completed
O1542,C0161,2025-07-27 15:37:00,12.02,completed
O1543,C0161,2025-10-14 05:04:00,41.51,completed
O1544,C0161,2025-11-27 02:06:00,43.82,completed
O1545,C0161,2026-01-03 08:31:00,99.27,completed
O1546,C0161,2026-02-13 22:17:00,1076.62,completed
O1547,C0161,2026-03-13 08:47:00,65.0,completed
O1548,C0162,2025-09-15 07:52:00,944.79,completed
O1549,C0162,2026-01-16 05:14:00,190.2,completed
O1550,C0163,2025-07-31 01:40:00,65.0,completed
O1551,C0163,2025-11-15 14:29:00,126.11,completed
O1552,C0163,2026-01-04 07:16:00,72.62,completed
O1553,C0163,2026-03-13 13:42:00,110.42,completed
O1554,C0163,2026-04-09 03:57:00,25.56,completed
O1555,C0164,2025-08-21 10:20:00,76.37,completed
O1556,C0164,2025-10-26 23:15:00,68.9,completed
O1557,C0164,2025-12-18 15:17:00,375.83,completed
O1558,C0166,2025-07-20 20:44:00,984.46,completed
O1559,C0166,2025-08-04 12:19:00,70.85,completed
O1560,C0166,2025-09-19 19:08:00,93.94,completed
O1562,C0166,2025-10-09 23:55:00,185.44,processing
O1563,C0166,2025-10-16 15:21:00,267.0,completed
O1564,C0166,2025-10-26 08:55:00,21.91,completed
O1565,C0166,2025-12-06 23:18:00,45.01,completed
O1566,C0166,2026-01-16 00:47:00,70.0,completed
O1567,C0166,2026-02-12 08:31:00,140.22,completed
O1568,C0167,2025-08-17 07:07:00,21.42,processing
O1569,C0168,2025-03-17 02:03:00,18.18,completed
O1570,C0168,2025-03-27 00:48:00,60.61,completed
O1571,C0168,2025-04-27 09:31:00,204.53,completed
O1572,C0168,2025-11-21 04:39:00,25.84,processing
O1573,C0168,2026-01-03 21:39:00,168.14,completed
O1574,C0169,2026-03-16 16:45:00,205.28,cancelled
O1575,C0170,2026-01-31 09:29:00,540.16,completed
O1576,C0171,2025-10-17 21:59:00,34.69,completed
O1577,C0171,2026-02-06 01:25:00,255.34,completed
O1578,C0171,2026-02-16 00:04:00,64.21,returned
O1579,C0171,2026-04-14 18:32:00,163.77,completed
O1580,C0172,2025-08-24 21:28:00,257.46,completed
O1581,C0172,2025-10-19 22:07:00,21.42,completed
O1582,C0172,2025-11-22 06:39:00,147.78,completed
O1583,C0172,2026-04-01 06:55:00,214.3,completed
O1584,C0173,2025-06-04 04:07:00,156.57,completed
O1585,C0173,2025-08-02 02:19:00,89.0,completed
O1586,C0173,2026-02-03 08:50:00,356.1,completed
O1587,C0173,2026-03-03 09:21:00,43.82,completed
O1589,C0174,2025-05-15 20:05:00,70.0,completed
O1590,C0174,2025-06-09 02:50:00,33.72,completed
O1591,C0175,2025-06-08 06:58:00,27.96,cancelled
O1593,C0175,2026-01-02 02:17:00,301.34,completed
O1594,C0175,2026-03-18 19:47:00,100.47,completed
O1595,C0177,2026-01-07 08:11:00,12.02,returned
O1597,C0178,2026-02-15 15:46:00,33.49,completed
O1598,C0178,2026-02-20 23:33:00,89.0,completed
O1599,C0178,2026-03-30 13:25:00,95.1,processing
O1600,C0178,2026-04-19 18:24:00,177.62,cancelled
O1601,C0179,2025-11-29 06:54:00,55.21,completed
O1602,C0179,2025-12-19 13:05:00,1011.72,completed
O1603,C0180,2025-06-25 16:24:00,205.59,completed
O1604,C0180,2025-09-10 02:32:00,995.46,completed
O1606,C0180,2026-01-28 02:01:00,31.85,completed
O1607,C0180,2026-03-20 11:11:00,151.89,completed
O1608,C0180,2026-04-01 01:09:00,122.89,completed
O1609,C0180,2026-04-04 19:34:00,1131.6,completed
O1610,C0183,2026-01-13 09:24:00,250.28,completed
O1611,C0183,2026-02-09 08:22:00,65.0,completed
O1612,C0183,2026-02-26 21:23:00,455.67,completed
O1613,C0183,2026-04-23 18:21:00,56.79,completed
O1614,C0184,2025-07-19 08:59:00,100.21,completed
O1615,C0184,2025-09-12 13:46:00,202.66,completed
O1616,C0184,2026-01-08 20:07:00,538.16,completed
O1617,C0184,2026-03-15 06:01:00,150.37,completed
O1618,C0185,2025-02-12 14:27:00,52.62,completed
O1619,C0185,2025-03-26 09:05:00,146.76,completed
O1620,C0185,2025-05-16 17:13:00,187.93,completed
O1621,C0185,2025-05-29 01:09:00,27.96,completed
O1622,C0185,2025-07-04 09:00:00,31.85,cancelled
O1623,C0185,2025-08-08 07:48:00,850.95,completed
O1626,C0185,2025-09-08 23:00:00,233.01,completed
O1627,C0185,2025-12-26 18:03:00,27.96,returned
O1628,C0185,2026-02-25 02:49:00,57.76,completed
O1629,C0185,2026-03-19 17:21:00,57.76,completed
O1630,C0185,2026-03-24 00:30:00,353.93,completed
O1631,C0185,2026-04-25 23:06:00,487.3,completed
O1632,C0188,2025-11-13 11:03:00,88.18,completed
O1633,C0188,2025-12-26 02:40:00,52.62,completed
O1634,C0188,2026-04-05 22:13:00,36.36,completed
O1636,C0190,2025-04-27 10:31:00,153.2,processing
O1637,C0190,2025-06-03 15:27:00,59.26,completed
O1638,C0190,2025-06-23 23:10:00,169.27,completed
O1640,C0190,2025-10-06 07:39:00,21.91,completed
O1641,C0190,2025-12-19 17:23:00,133.2,completed
O1642,C0190,2026-03-01 03:16:00,283.35,completed
O1643,C0190,2026-04-18 02:00:00,1195.01,processing
O1644,C0192,2026-01-21 20:15:00,419.4,completed
O1645,C0192,2026-02-25 08:26:00,128.45,completed
O1646,C0192,2026-04-25 06:10:00,56.79,completed
O1648,C0193,2025-12-06 23:36:00,43.82,completed
O1649,C0193,2026-03-27 02:07:00,20.94,completed
O1650,C0194,2025-11-25 06:48:00,287.84,completed
O1651,C0194,2025-12-28 21:44:00,233.48,completed
O1652,C0194,2026-03-03 12:19:00,87.6,completed
O1653,C0194,2026-03-26 23:01:00,54.92,processing
O1654,C0195,2025-10-10 08:54:00,59.26,completed
O1655,C0195,2026-01-25 02:28:00,45.01,processing
O1656,C0195,2026-02-06 22:03:00,501.11,completed
O1657,C0195,2026-03-22 00:13:00,95.1,completed
O1658,C0196,2025-09-06 14:04:00,331.77,completed
O1659,C0196,2025-11-24 07:06:00,178.53,completed
O1660,C0198,2025-11-11 15:58:00,293.51,processing
O1661,C0198,2026-02-09 11:49:00,21.91,processing
O1662,C0198,2026-03-13 12:39:00,588.14,completed
O1664,C0199,2025-12-09 14:05:00,68.9,completed
O1666,C0199,2026-02-11 09:18:00,428.31,completed
O1667,C0199,2026-03-07 22:28:00,76.68,completed
O1668,C0199,2026-04-07 22:44:00,21.42,completed
O1669,C0200,2025-11-20 09:33:00,102.56,processing
O1670,C0200,2026-01-14 07:48:00,55.21,completed
O1671,C0200,2026-02-26 02:03:00,117.19,returned
O1672,C0200,2026-03-13 03:00:00,447.42,completed
O1673,C0200,2026-04-03 11:56:00,45.29,completed
O1674,C0201,2026-01-24 13:22:00,317.0,completed
O1675,C0202,2025-03-17 06:59:00,100.81,completed
O1676,C0202,2025-05-28 13:54:00,138.11,completed
O1677,C0202,2025-07-08 21:14:00,1056.91,completed
O1678,C0202,2025-07-13 15:39:00,944.79,returned
O1680,C0202,2025-09-21 15:21:00,165.63,completed
O1681,C0202,2025-10-11 13:34:00,239.89,completed
O1682,C0202,2025-10-20 01:03:00,45.01,completed
O1683,C0202,2025-11-04 13:09:00,54.54,cancelled
O1684,C0202,2026-02-23 21:33:00,144.35,completed
O1685,C0202,2026-04-03 18:01:00,126.66,completed
O1686,C0203,2025-09-23 04:10:00,95.1,completed
O1687,C0203,2025-09-29 02:04:00,961.9,completed
O1688,C0203,2026-01-27 17:39:00,909.71,completed
O1689,C0203,2026-02-03 22:25:00,54.95,completed
O1690,C0203,2026-02-24 12:46:00,343.93,completed
O1691,C0203,2026-03-08 13:53:00,124.68,completed
O1692,C0203,2026-04-15 02:50:00,45.29,cancelled
O1693,C0204,2025-11-17 16:28:00,12.78,completed
O1694,C0204,2026-01-26 05:29:00,92.82,completed
O1695,C0205,2025-11-05 11:28:00,70.0,completed
O1696,C0205,2025-12-20 14:09:00,265.66,completed
O1697,C0205,2026-01-03 01:56:00,1351.92,completed
O1698,C0205,2026-02-17 17:38:00,159.0,completed
O1699,C0205,2026-04-02 11:28:00,37.56,completed
O1700,C0206,2025-12-13 00:55:00,55.21,completed
O1701,C0206,2026-01-07 12:58:00,163.77,completed
O1702,C0206,2026-03-20 15:01:00,21.91,completed
O1703,C0208,2025-09-29 03:54:00,122.89,completed
O1704,C0208,2025-11-27 09:43:00,12.78,completed
O1705,C0210,2025-06-30 19:19:00,982.35,returned
O1706,C0210,2025-07-04 00:11:00,387.54,completed
O1707,C0210,2025-08-14 02:16:00,89.0,completed
O1709,C0210,2025-12-13 13:36:00,55.92,returned
O1710,C0210,2025-12-30 11:53:00,12.02,completed
O1711,C0210,2026-02-15 21:12:00,93.94,completed
O1712,C0210,2026-04-28 13:26:00,147.77,completed
O1713,C0211,2025-11-15 08:02:00,254.86,completed
O1714,C0212,2025-03-22 20:23:00,88.7,processing
O1715,C0212,2025-04-03 12:18:00,593.15,completed
O1717,C0212,2025-07-01 15:17:00,114.55,completed
O1718,C0212,2026-01-01 01:58:00,287.85,completed
O1719,C0212,2026-02-21 06:16:00,93.94,completed
O1720,C0212,2026-03-08 05:34:00,178.53,processing
O1721,C0212,2026-04-18 23:38:00,103.0,completed
O1722,C0213,2025-07-17 09:13:00,178.53,completed
O1723,C0213,2025-08-03 06:07:00,95.1,completed
O1724,C0213,2025-09-08 16:48:00,37.56,completed
O1725,C0213,2025-10-09 04:27:00,92.82,completed
O1726,C0213,2025-11-10 03:29:00,27.96,completed
O1727,C0213,2026-04-27 07:37:00,154.58,completed
O1728,C0214,2026-04-26 00:24:00,59.33,completed
O1729,C0215,2025-02-18 14:31:00,136.5,completed
O1730,C0216,2026-01-28 08:36:00,182.24,returned
O1731,C0217,2025-02-28 21:12:00,145.49,completed
O1732,C0217,2025-04-29 15:41:00,150.2,completed
O1733,C0217,2025-05-12 00:31:00,130.0,completed
O1734,C0217,2025-05-26 11:58:00,251.51,completed
O1735,C0217,2025-06-19 10:56:00,220.91,completed
O1736,C0217,2025-07-01 08:04:00,165.34,completed
O1737,C0217,2025-07-08 06:25:00,284.31,completed
O1738,C0217,2025-07-29 09:59:00,909.71,completed
O1739,C0217,2025-12-15 03:08:00,107.15,completed
O1740,C0217,2025-12-20 19:47:00,534.04,completed
O1741,C0217,2026-02-01 03:26:00,99.2,completed
O1742,C0217,2026-03-18 05:37:00,12.78,cancelled
O1743,C0218,2025-10-13 12:34:00,341.01,completed
O1744,C0218,2025-12-06 02:31:00,880.26,completed
O1745,C0218,2026-01-11 10:40:00,110.8,completed
O1746,C0218,2026-02-13 23:58:00,245.78,completed
O1747,C0218,2026-03-28 02:47:00,52.19,completed
O1749,C0219,2025-04-01 10:21:00,54.95,completed
O1750,C0219,2025-06-26 10:52:00,92.82,completed
O1751,C0219,2025-08-30 08:14:00,238.68,completed
O1752,C0219,2026-01-10 03:42:00,85.72,completed
O1753,C0219,2026-02-28 02:25:00,156.57,completed
O1754,C0219,2026-03-07 06:08:00,126.3,completed
O1755,C0220,2025-04-20 02:45:00,52.19,completed
O1756,C0220,2025-08-27 10:47:00,269.7,completed
O1757,C0220,2025-09-17 04:10:00,557.88,completed
O1758,C0220,2025-10-08 02:04:00,128.68,completed
O1759,C0220,2025-11-02 03:57:00,207.07,completed
O1760,C0220,2026-04-26 04:52:00,421.51,cancelled
O1762,C0221,2025-12-28 15:14:00,302.17,completed
O1763,C0222,2025-10-19 02:30:00,350.15,completed
O1764,C0223,2025-04-17 16:13:00,267.2,completed
O1765,C0223,2025-04-30 23:37:00,1007.48,completed
O1766,C0223,2025-10-24 07:09:00,21.42,completed
O1767,C0223,2026-02-28 21:42:00,219.51,completed
O1769,C0224,2026-04-03 17:33:00,38.7,completed
O1770,C0224,2026-04-12 14:39:00,52.62,completed
O1771,C0225,2025-08-21 15:47:00,73.1,returned
O1772,C0225,2025-09-12 03:51:00,321.85,processing
O1773,C0225,2025-11-03 18:33:00,375.64,completed
O1774,C0225,2025-12-06 17:50:00,87.6,cancelled
O1775,C0225,2026-02-13 16:54:00,112.0,completed
O1776,C0225,2026-04-20 16:12:00,92.62,cancelled
O1777,C0226,2025-12-19 05:26:00,944.79,completed
O1778,C0226,2026-01-27 10:36:00,329.56,completed
O1779,C0226,2026-03-08 17:02:00,25.84,completed
O1780,C0226,2026-03-13 05:02:00,356.78,completed
O1781,C0226,2026-04-02 15:21:00,302.08,completed
O1782,C0227,2025-12-29 16:19:00,281.5,completed
O1783,C0227,2026-03-31 19:11:00,27.96,completed
O1784,C0229,2026-01-15 17:13:00,114.84,completed
O1785,C0229,2026-04-02 20:49:00,54.95,completed
O1786,C0230,2025-06-02 10:31:00,21.91,processing
O1787,C0230,2025-07-28 15:31:00,452.84,completed
O1788,C0230,2025-10-02 13:57:00,150.37,completed
O1789,C0230,2025-12-03 22:29:00,237.07,completed
O1790,C0231,2025-02-10 16:58:00,209.65,completed
O1791,C0231,2025-03-25 21:47:00,110.01,completed
O1792,C0231,2025-05-16 13:21:00,146.34,completed
O1793,C0231,2025-06-27 02:50:00,190.2,completed
O1794,C0231,2025-07-31 04:11:00,38.7,completed
O1795,C0231,2025-11-05 13:17:00,122.89,completed
O1796,C0231,2025-12-27 02:59:00,137.8,completed
O1797,C0231,2026-03-06 19:02:00,148.89,completed
O1798,C0233,2025-05-08 04:02:00,206.68,processing
O1799,C0234,2025-11-04 12:16:00,21.91,completed
O1800,C0234,2026-03-19 09:54:00,151.89,completed
O1801,C0235,2025-11-28 12:22:00,996.98,completed
O1802,C0237,2025-06-09 16:24:00,998.86,completed
O1803,C0237,2025-08-29 19:38:00,52.62,processing
O1804,C0237,2025-11-22 04:39:00,95.55,completed
O1805,C0237,2025-12-05 15:55:00,305.37,completed
O1806,C0237,2026-03-15 13:52:00,215.59,completed
O1807,C0238,2025-02-15 19:19:00,242.84,completed
O1808,C0238,2025-04-18 08:43:00,92.82,completed
O1809,C0238,2025-05-31 18:01:00,54.92,completed
O1810,C0238,2025-09-26 12:26:00,88.44,completed
O1811,C0238,2025-10-31 07:30:00,235.83,completed
O1812,C0238,2025-11-15 22:56:00,89.0,completed
O1813,C0238,2025-12-11 17:51:00,38.7,completed
O1815,C0238,2026-01-06 19:03:00,486.5,completed
O1816,C0238,2026-01-19 15:58:00,52.19,completed
O1817,C0238,2026-02-04 21:51:00,1441.02,completed
O1818,C0238,2026-02-08 09:42:00,534.51,completed
O1819,C0238,2026-03-15 01:59:00,58.5,completed
O1820,C0238,2026-04-15 09:55:00,245.12,completed
O1821,C0238,2026-04-23 05:36:00,31.85,completed
O1822,C0240,2025-11-03 11:13:00,180.42,completed
O1823,C0240,2026-03-27 15:32:00,237.58,completed
O1824,C0241,2025-09-24 13:37:00,296.48,completed
O1826,C0241,2025-11-04 21:00:00,20.94,processing
O1827,C0241,2025-12-18 00:06:00,113.58,completed
O1828,C0241,2026-03-02 11:14:00,84.82,processing
O1829,C0241,2026-04-26 15:43:00,328.01,completed
O1830,C0242,2025-08-13 02:06:00,282.59,completed
O1831,C0242,2025-09-24 19:04:00,944.79,completed
O1832,C0242,2025-11-25 21:09:00,257.47,completed
O1833,C0242,2026-01-25 05:01:00,181.52,completed
O1834,C0243,2025-07-06 17:32:00,21.91,completed
O1835,C0245,2025-02-20 10:08:00,135.0,processing
O1836,C0245,2025-04-24 05:49:00,92.62,completed
O1837,C0245,2025-06-08 14:45:00,101.21,completed
O1838,C0245,2025-06-15 04:47:00,76.26,completed
O1839,C0245,2025-06-25 07:04:00,52.62,completed
O1840,C0245,2025-08-24 08:02:00,444.03,returned
O1841,C0245,2025-08-29 00:25:00,285.56,completed
O1842,C0245,2025-10-01 06:25:00,152.02,completed
O1843,C0245,2025-10-19 23:24:00,95.1,completed
O1844,C0245,2025-10-24 06:12:00,229.26,completed
O1845,C0245,2025-11-19 02:53:00,151.89,completed
O1846,C0245,2025-12-07 04:18:00,33.49,completed
O1847,C0245,2025-12-14 14:21:00,51.68,completed
O1848,C0245,2026-01-10 18:13:00,33.49,completed
O1849,C0245,2026-02-09 06:18:00,72.19,completed
O1850,C0245,2026-03-26 06:08:00,98.49,completed
O1851,C0245,2026-04-16 23:58:00,52.62,completed
O1852,C0246,2025-04-29 15:13:00,130.34,processing
O1854,C0246,2025-09-04 21:05:00,66.97,completed
O1855,C0246,2025-10-21 00:53:00,191.31,completed
O1856,C0246,2026-02-03 03:17:00,97.48,cancelled
O1857,C0246,2026-03-13 13:25:00,38.7,completed
O1858,C0247,2025-08-20 11:52:00,382.22,returned
O1859,C0247,2026-01-08 08:12:00,139.79,processing
O1860,C0249,2025-10-29 02:09:00,20.94,completed
O1861,C0249,2026-01-19 06:48:00,130.51,completed
O1862,C0249,2026-02-11 17:56:00,217.81,completed
O1863,C0249,2026-03-19 02:45:00,259.26,completed
O1864,C0250,2025-12-14 10:24:00,154.74,completed
O1865,C0251,2025-08-02 14:19:00,27.96,completed
O1866,C0251,2025-09-07 10:36:00,95.1,completed
O1867,C0251,2025-10-08 00:07:00,121.9,completed
O1868,C0251,2026-02-01 07:43:00,148.73,completed
O1869,C0252,2025-08-19 21:46:00,110.41,completed
O1870,C0253,2025-05-28 17:30:00,967.3,completed
O1871,C0253,2025-06-27 14:52:00,116.05,completed
O1872,C0253,2025-07-27 05:11:00,112.68,completed
O1873,C0253,2025-08-19 21:30:00,147.34,completed
O1874,C0253,2025-10-19 19:03:00,75.1,completed
O1875,C0253,2025-12-03 19:27:00,1889.58,returned
O1876,C0253,2026-01-17 12:50:00,183.94,completed
O1877,C0253,2026-02-01 23:56:00,3062.72,completed
O1878,C0253,2026-03-06 06:14:00,82.02,completed
O1879,C0253,2026-03-25 20:14:00,21.42,completed
O1880,C0254,2025-06-09 01:18:00,31.85,completed
O1881,C0254,2025-07-21 16:19:00,243.92,completed
O1882,C0255,2026-01-11 18:12:00,92.62,completed
O1883,C0255,2026-04-30 05:33:00,137.94,completed
O1884,C0256,2025-03-20 07:15:00,383.39,completed
O1885,C0256,2025-05-19 14:52:00,229.72,completed
O1886,C0256,2025-06-06 09:17:00,143.91,completed
O1887,C0256,2025-09-01 01:23:00,428.43,completed
O1888,C0256,2025-10-02 03:25:00,85.1,completed
O1889,C0256,2025-10-05 19:19:00,150.25,completed
O1890,C0256,2025-12-15 19:10:00,130.51,completed
O1892,C0257,2025-11-28 16:14:00,54.29,completed
O1893,C0257,2026-01-08 11:43:00,21.42,completed
O1894,C0257,2026-01-24 16:03:00,56.79,completed
O1895,C0258,2025-07-17 12:30:00,249.38,completed
O1896,C0258,2025-09-18 21:22:00,447.59,completed
O1897,C0258,2025-11-11 23:42:00,52.19,completed
O1898,C0258,2025-12-01 15:11:00,1068.99,completed
O1899,C0258,2025-12-18 16:00:00,294.92,completed
O1901,C0258,2026-02-19 14:36:00,150.2,completed
O1902,C0258,2026-04-18 07:24:00,126.56,completed
O1903,C0259,2025-06-28 05:32:00,68.9,completed
O1904,C0259,2025-10-31 05:24:00,237.58,completed
O1905,C0259,2025-11-09 05:44:00,998.71,completed
O1906,C0259,2025-11-21 14:53:00,55.92,completed
O1907,C0259,2026-02-01 03:26:00,95.1,completed
O1908,C0260,2025-04-03 06:11:00,362.32,returned
O1909,C0260,2025-04-25 21:32:00,1054.63,completed
O1910,C0260,2025-06-17 23:54:00,122.89,completed
O1911,C0260,2025-07-26 06:21:00,68.9,completed
O1912,C0260,2025-08-15 07:07:00,190.22,completed
O1913,C0260,2025-09-14 16:12:00,21.42,completed
O1914,C0260,2025-10-19 00:33:00,65.0,completed
O1915,C0260,2026-02-16 19:57:00,91.12,completed
O1917,C0260,2026-04-16 22:28:00,225.41,processing
O1918,C0263,2025-05-04 23:25:00,162.81,completed
O1919,C0263,2025-07-18 17:45:00,55.21,completed
O1920,C0263,2025-07-24 20:05:00,243.09,completed
O1921,C0263,2025-08-03 05:09:00,121.62,completed
O1922,C0263,2025-09-15 23:30:00,21.91,completed
O1923,C0263,2025-11-07 20:26:00,206.7,completed
O1924,C0263,2026-04-03 07:16:00,12.02,completed
O1926,C0264,2025-08-14 21:23:00,262.28,completed
O1927,C0264,2025-09-27 13:01:00,104.96,returned
O1928,C0264,2025-12-02 19:34:00,86.42,completed
O1932,C0267,2025-04-09 18:28:00,48.9,completed
O1933,C0268,2025-12-12 17:03:00,435.98,completed
O1934,C0268,2026-01-18 20:00:00,33.49,processing
O1935,C0269,2026-03-07 03:31:00,475.16,returned
O1936,C0269,2026-04-02 23:02:00,116.27,completed
O1937,C0269,2026-04-07 09:01:00,569.34,completed
O1939,C0270,2025-02-27 00:45:00,121.62,completed
O1940,C0270,2025-03-25 10:10:00,118.52,completed
O1941,C0270,2025-06-25 22:51:00,272.94,completed
O1942,C0270,2025-07-26 13:21:00,109.9,completed
O1943,C0270,2025-10-25 20:15:00,38.7,cancelled
O1945,C0270,2025-11-19 05:04:00,92.82,returned
O1946,C0270,2025-11-26 03:43:00,119.08,completed
O1947,C0270,2026-01-06 12:46:00,91.12,processing
O1948,C0270,2026-01-17 01:05:00,1058.55,completed
O1949,C0270,2026-01-21 05:12:00,196.9,completed
O1950,C0270,2026-03-10 15:29:00,126.79,completed
O1951,C0270,2026-03-28 16:19:00,87.6,cancelled
O1952,C0271,2026-02-05 08:54:00,343.98,completed
O1953,C0271,2026-04-23 03:36:00,230.73,completed
O1954,C0272,2025-11-12 14:09:00,99.27,completed
O1955,C0273,2025-12-13 04:48:00,401.84,returned
O1956,C0275,2025-12-27 02:17:00,70.0,completed
O1957,C0276,2025-12-12 01:20:00,300.37,returned
O1958,C0277,2026-01-04 09:03:00,21.42,completed
O1959,C0277,2026-03-22 07:03:00,59.26,completed
O1960,C0278,2025-03-21 12:45:00,109.84,returned
O1961,C0278,2025-04-26 15:43:00,59.26,completed
O1962,C0278,2025-05-07 21:15:00,74.1,completed
O1963,C0278,2025-06-15 15:18:00,162.75,completed
O1964,C0278,2025-07-19 12:03:00,109.25,completed
O1965,C0278,2025-07-27 22:52:00,103.49,completed
O1967,C0278,2025-10-04 20:37:00,75.1,completed
O1968,C0278,2025-12-29 20:45:00,281.96,completed
O1969,C0279,2025-03-22 22:41:00,92.82,completed
O1970,C0279,2025-05-03 20:08:00,105.24,completed
O1971,C0279,2025-09-17 04:17:00,75.67,completed
O1972,C0279,2025-10-27 14:50:00,18.18,completed
O1973,C0279,2026-01-05 22:30:00,33.93,completed
O1974,C0279,2026-03-27 12:46:00,226.46,completed
O1975,C0282,2025-07-30 08:26:00,93.94,completed
O1976,C0282,2025-09-05 12:51:00,92.62,completed
O1977,C0282,2026-03-23 22:39:00,93.94,completed
O1978,C0283,2025-08-23 19:41:00,137.8,returned
O1979,C0283,2025-12-16 02:58:00,25.84,completed
O1980,C0283,2026-02-11 02:28:00,52.62,completed
O1981,C0283,2026-03-05 22:05:00,89.0,completed
O1982,C0283,2026-04-20 01:28:00,1156.04,cancelled
O1983,C0284,2025-11-14 11:03:00,559.8,processing
O1984,C0284,2025-11-17 19:44:00,509.4,returned
O1985,C0284,2026-02-22 06:44:00,1076.62,completed
O1986,C0284,2026-03-20 18:29:00,65.73,completed
O1987,C0285,2025-09-20 17:15:00,346.83,completed
O1988,C0285,2025-10-26 18:38:00,12.78,completed
O1989,C0285,2026-03-17 18:23:00,109.02,completed
O1990,C0286,2025-03-16 19:48:00,242.84,completed
O1991,C0286,2025-04-30 16:34:00,56.79,completed
O1992,C0286,2025-08-26 10:24:00,292.98,completed
O1993,C0286,2025-10-23 12:20:00,779.79,completed
O1994,C0286,2025-12-07 14:38:00,54.95,completed
O1995,C0286,2025-12-24 21:43:00,52.19,completed
O1996,C0286,2026-03-03 16:22:00,59.26,completed
O1997,C0286,2026-03-10 00:02:00,130.82,completed
O1998,C0286,2026-03-31 13:06:00,1092.36,completed
O1999,C0287,2025-03-31 18:07:00,18.18,completed
O2000,C0287,2025-05-03 21:51:00,1184.86,completed
O2001,C0287,2025-06-27 04:54:00,33.49,completed
O2002,C0287,2025-10-01 00:11:00,282.98,completed
O2003,C0287,2025-11-09 18:44:00,101.78,completed
O2004,C0288,2026-01-09 14:28:00,477.77,completed
O2005,C0291,2025-08-13 11:43:00,121.62,completed
O2006,C0291,2026-01-17 13:34:00,118.52,completed
O2007,C0291,2026-02-13 12:12:00,289.77,completed
O2008,C0293,2025-04-28 07:57:00,95.1,returned
O2009,C0295,2025-05-17 01:53:00,87.6,returned
O2010,C0297,2025-05-29 16:02:00,114.55,cancelled
O2011,C0297,2025-06-20 01:33:00,1110.98,completed
O2012,C0297,2025-09-14 00:35:00,1091.01,returned
O2013,C0297,2025-10-19 07:08:00,485.68,completed
O2014,C0297,2026-03-30 17:07:00,63.7,completed
O2015,C0298,2026-01-03 09:30:00,38.7,completed
O2016,C0299,2025-09-28 07:04:00,21.42,completed
O2017,C0299,2025-10-09 07:56:00,12.78,processing
O2019,C0299,2025-12-19 08:34:00,88.66,returned
O2021,C0300,2026-01-09 08:37:00,261.02,completed
O2022,C0300,2026-03-11 23:54:00,352.69,completed
O2023,C0300,2026-04-25 05:26:00,280.2,completed
O2024,C0301,2025-08-19 23:19:00,54.95,completed
O2025,C0301,2025-09-27 16:27:00,41.51,completed
O2026,C0301,2026-01-28 16:39:00,80.92,processing
O2027,C0301,2026-03-17 14:46:00,85.68,completed
O2028,C0303,2025-08-02 20:04:00,147.29,processing
O2029,C0304,2025-07-15 03:55:00,254.97,completed
O2030,C0304,2025-12-17 22:22:00,352.35,completed
O2031,C0304,2026-04-23 21:20:00,154.36,processing
O2032,C0305,2025-02-22 16:09:00,320.12,completed
O2033,C0305,2025-04-07 04:15:00,100.21,completed
O2034,C0305,2025-08-09 18:30:00,404.79,cancelled
O2035,C0305,2025-12-12 15:39:00,12.78,completed
O2036,C0305,2026-04-22 22:37:00,51.68,completed
O2037,C0306,2025-10-10 09:11:00,70.0,completed
O2038,C0306,2026-02-10 11:15:00,254.65,returned
O2040,C0307,2025-12-01 01:19:00,70.0,completed
O2041,C0307,2026-01-12 22:03:00,56.79,completed
O2042,C0307,2026-03-12 18:06:00,909.71,completed
O2043,C0307,2026-04-21 03:54:00,55.21,returned
O2044,C0309,2026-02-22 10:47:00,76.86,cancelled
O2045,C0309,2026-03-11 09:15:00,299.46,completed
O2047,C0309,2026-04-24 23:38:00,73.61,completed
O2048,C0310,2025-02-02 06:04:00,51.68,completed
O2049,C0310,2025-03-21 12:03:00,303.06,returned
O2050,C0310,2025-04-19 02:37:00,130.0,completed
O2051,C0310,2025-06-17 17:27:00,245.5,completed
O2052,C0310,2025-07-14 09:10:00,87.6,completed
O2053,C0310,2025-08-15 20:10:00,95.1,completed
O2054,C0310,2025-08-21 16:33:00,995.46,returned
O2055,C0310,2025-09-23 02:19:00,205.62,completed
O2056,C0310,2026-01-15 04:31:00,92.62,completed
O2059,C0310,2026-04-22 07:41:00,136.13,completed
O2060,C0311,2025-04-22 11:15:00,160.03,completed
O2061,C0313,2025-11-14 05:18:00,129.11,completed
O2062,C0314,2025-06-25 18:39:00,115.29,processing
O2063,C0314,2025-08-11 19:57:00,338.4,completed
O2064,C0314,2025-11-11 12:11:00,169.13,completed
O2065,C0314,2025-12-09 01:11:00,313.19,completed
