item_id,order_id,product_id,quantity,price
I5821,O1462,P027,1,45.29
I5822,O1462,P017,2,92.82
I5823,O1465,P032,2,52.62
I5824,O1465,P048,3,92.62
I5825,O1466,P032,3,52.62
I5826,O1466,P012,1,25.84
I5827,O1467,P038,1,54.95
I5828,O1467,P023,1,37.56
I5829,O1467,P047,2,100.81
I5830,O1468,P028,1,59.26
I5831,O1468,P008,1,237.58
I5832,O1468,P048,1,92.62
I5833,O1468,P002,1,995.46
I5834,O1469,P047,1,100.81
I5835,O1470,P012,1,25.84
I5836,O1470,P008,1,237.58
I5837,O1471,P041,1,33.49
I5838,O1471,P016,1,45.01
I5839,O1471,P004,1,163.77
I5840,O1471,P010,2,89.0
I5841,O1471,P001,1,909.71
I5842,O1472,P050,1,52.19
I5843,O1472,P022,1,93.94
I5844,O1472,P040,1,12.78
I5845,O1473,P017,1,92.82
I5846,O1473,P022,3,93.94
I5847,O1474,P012,1,25.84
I5848,O1474,P037,1,70.0
I5849,O1474,P029,1,150.37
I5850,O1475,P031,1,41.51
I5851,O1475,P022,1,93.94
I5852,O1475,P014,1,55.21
I5853,O1476,P038,1,54.95
I5854,O1477,P013,1,57.76
I5855,O1477,P006,1,799.47
I5856,O1478,P046,1,20.94
I5857,O1478,P014,1,55.21
I5858,O1478,P011,1,27.96
I5859,O1479,P050,1,52.19
I5860,O1479,P014,1,55.21
I5861,O1480,P016,1,45.01
I5862,O1481,P031,1,41.51
I5863,O1482,P031,1,41.51
I5864,O1482,P046,1,20.94
I5865,O1482,P013,1,57.76
I5866,O1483,P016,1,45.01
I5867,O1483,P021,1,91.12
I5868,O1483,P005,1,944.79
I5869,O1484,P023,1,37.56
I5870,O1484,P026,1,230.73
I5871,O1485,P041,1,33.49
I5872,O1485,P022,2,93.94
I5873,O1486,P041,1,33.49
I5874,O1487,P015,1,56.79
I5875,O1488,P012,1,25.84
I5876,O1489,P042,1,31.85
I5877,O1489,P039,3,12.02
I5878,O1489,P030,1,151.89
I5879,O1490,P013,1,57.76
I5880,O1490,P031,1,41.51
I5881,O1491,P002,1,995.46
I5882,O1491,P050,1,52.19
I5883,O1492,P014,1,55.21
I5884,O1493,P036,1,21.91
I5885,O1494,P028,1,59.26
I5886,O1495,P028,1,59.26
I5887,O1495,P011,1,27.96
I5888,O1496,P006,1,799.47
I5889,O1497,P011,1,27.96
I5890,O1498,P049,1,54.92
I5891,O1498,P039,1,12.02
I5892,O1498,P028,3,59.26
I5893,O1499,P031,2,41.51
I5894,O1500,P006,2,799.47
I5895,O1500,P010,1,89.0
I5896,O1501,P049,1,54.92
I5897,O1501,P046,1,20.94
I5898,O1501,P022,2,93.94
I5899,O1501,P048,1,92.62
I5900,O1501,P007,1,242.84
I5901,O1503,P021,1,91.12
I5902,O1503,P024,1,38.7
I5903,O1503,P004,1,163.77
I5904,O1504,P014,1,55.21
I5905,O1504,P036,1,21.91
I5906,O1504,P015,2,56.79
I5907,O1504,P042,1,31.85
I5908,O1505,P015,3,56.79
I5909,O1506,P045,1,21.42
I5910,O1506,P009,1,95.1
I5911,O1506,P037,2,70.0
I5912,O1507,P006,1,799.47
I5913,O1507,P017,1,92.82
I5914,O1507,P027,1,45.29
I5915,O1508,P011,1,27.96
I5916,O1509,P017,1,92.82
I5917,O1509,P046,3,20.94
I5918,O1509,P039,1,12.02
I5919,O1509,P011,1,27.96
I5920,O1510,P023,1,37.56
I5921,O1510,P016,1,45.01
I5922,O1511,P032,1,52.62
I5923,O1511,P022,1,93.94
I5924,O1512,P035,1,18.18
I5925,O1512,P045,2,21.42
I5926,O1513,P004,1,163.77
I5927,O1513,P044,1,65.0
I5928,O1514,P012,1,25.84
I5929,O1515,P029,1,150.37
I5930,O1515,P011,2,27.96
I5931,O1515,P021,1,91.12
I5932,O1515,P002,1,995.46
I5933,O1516,P036,1,21.91
I5934,O1517,P009,1,95.1
I5935,O1517,P043,3,68.9
I5936,O1517,P014,1,55.21
I5937,O1518,P042,1,31.85
I5938,O1519,P046,3,20.94
I5939,O1519,P025,1,207.07
I5940,O1519,P036,1,21.91
I5941,O1520,P039,1,12.02
I5942,O1520,P021,1,91.12
I5943,O1521,P019,2,122.89
I5944,O1521,P036,1,21.91
I5945,O1522,P021,1,91.12
I5946,O1522,P027,1,45.29
I5947,O1522,P017,1,92.82
I5948,O1523,P013,1,57.76
I5949,O1524,P013,1,57.76
I5950,O1525,P042,2,31.85
I5951,O1525,P035,1,18.18
I5952,O1526,P049,1,54.92
I5953,O1526,P014,2,55.21
I5954,O1526,P042,1,31.85
I5955,O1527,P033,1,75.1
I5956,O1528,P040,2,12.78
I5957,O1529,P003,1,178.53
I5958,O1530,P025,1,207.07
I5959,O1530,P009,1,95.1
I5960,O1531,P042,1,31.85
I5961,O1532,P026,1,230.73
I5962,O1533,P021,1,91.12
I5963,O1533,P041,2,33.49
I5964,O1534,P023,1,37.56
I5965,O1535,P025,1,207.07
I5966,O1535,P011,1,27.96
I5967,O1535,P049,2,54.92
I5968,O1536,P022,1,93.94
I5969,O1536,P045,2,21.42
I5970,O1536,P040,1,12.78
I5971,O1536,P034,1,87.6
I5972,O1537,P016,1,45.01
I5973,O1537,P041,1,33.49
I5974,O1538,P015,1,56.79
I5975,O1539,P049,1,54.92
I5976,O1539,P031,1,41.51
I5977,O1540,P005,1,944.79
I5978,O1541,P010,1,89.0
I5979,O1542,P039,1,12.02
I5980,O1543,P031,1,41.51
I5981,O1544,P036,2,21.91
I5982,O1545,P031,1,41.51
I5983,O1545,P013,1,57.76
I5984,O1546,P001,1,909.71
I5985,O1546,P027,1,45.29
I5986,O1546,P020,1,121.62
I5987,O1547,P044,1,65.0
I5988,O1548,P005,1,944.79
I5989,O1549,P009,2,95.1
I5990,O1550,P044,1,65.0
I5991,O1551,P048,1,92.62
I5992,O1551,P041,1,33.49
I5993,O1552,P046,1,20.94
I5994,O1552,P012,2,25.84
I5995,O1553,P010,1,89.0
I5996,O1553,P045,1,21.42
I5997,O1554,P040,2,12.78
I5998,O1555,P045,1,21.42
I5999,O1555,P038,1,54.95
I6000,O1556,P043,1,68.9
I6001,O1557,P029,1,150.37
I6002,O1557,P022,1,93.94
I6003,O1557,P024,1,38.7
I6004,O1557,P017,1,92.82
I6005,O1558,P022,1,93.94
I6006,O1558,P008,3,237.58
I6007,O1558,P028,3,59.26
I6008,O1559,P012,1,25.84
I6009,O1559,P016,1,45.01
I6010,O1560,P022,1,93.94
I6011,O1562,P017,1,92.82
I6012,O1562,P048,1,92.62
I6013,O1563,P010,3,89.0
I6014,O1564,P036,1,21.91
I6015,O1565,P016,1,45.01
I6016,O1566,P037,1,70.0
I6017,O1567,P032,1,52.62
I6018,O1567,P034,1,87.6
I6019,O1568,P045,1,21.42
I6020,O1569,P035,1,18.18
I6021,O1570,P024,1,38.7
I6022,O1570,P036,1,21.91
I6023,O1571,P020,1,121.62
I6024,O1571,P011,1,27.96
I6025,O1571,P038,1,54.95
I6026,O1572,P012,1,25.84
I6027,O1573,P013,2,57.76
I6028,O1573,P032,1,52.62
I6029,O1574,P004,1,163.77
I6030,O1574,P031,1,41.51
I6031,O1575,P044,1,65.0
I6032,O1575,P008,2,237.58
I6033,O1576,P036,1,21.91
I6034,O1576,P040,1,12.78
I6035,O1577,P032,3,52.62
I6036,O1577,P027,1,45.29
I6037,O1577,P050,1,52.19
I6038,O1578,P039,1,12.02
I6039,O1578,P050,1,52.19
I6040,O1579,P004,1,163.77
I6041,O1580,P018,1,107.15
I6042,O1580,P009,1,95.1
I6043,O1580,P014,1,55.21
I6044,O1581,P045,1,21.42
I6045,O1582,P016,2,45.01
I6046,O1582,P013,1,57.76
I6047,O1583,P018,2,107.15
I6048,O1584,P050,3,52.19
I6049,O1585,P010,1,89.0
I6050,O1586,P028,2,59.26
I6051,O1586,P008,1,237.58
I6052,O1587,P036,2,21.91
I6053,O1589,P037,1,70.0
I6054,O1590,P040,1,12.78
I6055,O1590,P046,1,20.94
I6056,O1591,P011,1,27.96
I6057,O1593,P007,1,242.84
I6058,O1593,P023,1,37.56
I6059,O1593,P046,1,20.94
I6060,O1594,P041,3,33.49
I6061,O1595,P039,1,12.02
I6062,O1597,P041,1,33.49
I6063,O1598,P010,1,89.0
I6064,O1599,P009,1,95.1
I6065,O1600,P036,1,21.91
I6066,O1600,P027,1,45.29
I6067,O1600,P014,2,55.21
I6068,O1601,P014,1,55.21
I6069,O1602,P012,2,25.84
I6070,O1602,P034,1,87.6
I6071,O1602,P006,1,799.47
I6072,O1602,P016,1,45.01
I6073,O1602,P011,1,27.96
I6074,O1603,P014,1,55.21
I6075,O1603,P028,1,59.26
I6076,O1603,P021,1,91.12
I6077,O1604,P002,1,995.46
I6078,O1606,P042,1,31.85
I6079,O1607,P030,1,151.89
I6080,O1608,P019,1,122.89
I6081,O1609,P001,1,909.71
I6082,O1609,P030,1,151.89
I6083,O1609,P037,1,70.0
I6084,O1610,P017,2,92.82
I6085,O1610,P032,1,52.62
I6086,O1610,P039,1,12.02
I6087,O1611,P044,1,65.0
I6088,O1612,P030,3,151.89
I6089,O1613,P015,1,56.79
I6090,O1614,P049,1,54.92
I6091,O1614,P027,1,45.29
I6092,O1615,P017,1,92.82
I6093,O1615,P049,2,54.92
I6094,O1616,P030,2,151.89
I6095,O1616,P040,2,12.78
I6096,O1616,P046,1,20.94
I6097,O1616,P022,2,93.94
I6098,O1617,P029,1,150.37
I6099,O1618,P032,1,52.62
I6100,O1619,P013,1,57.76
I6101,O1619,P010,1,89.0
I6102,O1620,P029,1,150.37
I6103,O1620,P023,1,37.56
I6104,O1621,P011,1,27.96
I6105,O1622,P042,1,31.85
I6106,O1623,P040,1,12.78
I6107,O1623,P006,1,799.47
I6108,O1623,P024,1,38.7
I6109,O1626,P047,1,100.81
I6110,O1626,P044,1,65.0
I6111,O1626,P036,1,21.91
I6112,O1626,P027,1,45.29
I6113,O1627,P011,1,27.96
I6114,O1628,P013,1,57.76
I6115,O1629,P013,1,57.76
I6116,O1630,P037,1,70.0
I6117,O1630,P048,1,92.62
I6118,O1630,P040,1,12.78
I6119,O1630,P003,1,178.53
I6120,O1631,P026,2,230.73
I6121,O1631,P012,1,25.84
I6122,O1632,P035,1,18.18
I6123,O1632,P037,1,70.0
I6124,O1633,P032,1,52.62
I6125,O1634,P035,2,18.18
I6126,O1636,P028,1,59.26
I6127,O1636,P022,1,93.94
I6128,O1637,P028,1,59.26
I6129,O1638,P016,1,45.01
I6130,O1638,P028,1,59.26
I6131,O1638,P044,1,65.0
I6132,O1640,P036,1,21.91
I6133,O1641,P032,2,52.62
I6134,O1641,P011,1,27.96
I6135,O1642,P026,1,230.73
I6136,O1642,P032,1,52.62
I6137,O1643,P009,3,95.1
I6138,O1643,P001,1,909.71
I6139,O1644,P010,1,89.0
I6140,O1644,P017,1,92.82
I6141,O1644,P008,1,237.58
I6142,O1645,P050,1,52.19
I6143,O1645,P024,1,38.7
I6144,O1645,P023,1,37.56
I6145,O1646,P015,1,56.79
I6146,O1648,P036,2,21.91
I6147,O1649,P046,1,20.94
I6148,O1650,P022,2,93.94
I6149,O1650,P016,1,45.01
I6150,O1650,P038,1,54.95
I6151,O1651,P003,1,178.53
I6152,O1651,P038,1,54.95
I6153,O1652,P034,1,87.6
I6154,O1653,P049,1,54.92
I6155,O1654,P028,1,59.26
I6156,O1655,P016,1,45.01
I6157,O1656,P049,1,54.92
I6158,O1656,P046,1,20.94
I6159,O1656,P030,1,151.89
I6160,O1656,P021,3,91.12
I6161,O1657,P009,1,95.1
I6162,O1658,P050,1,52.19
I6163,O1658,P022,1,93.94
I6164,O1658,P017,2,92.82
I6165,O1659,P003,1,178.53
I6166,O1660,P033,2,75.1
I6167,O1660,P050,1,52.19
I6168,O1660,P021,1,91.12
I6169,O1661,P036,1,21.91
I6170,O1662,P004,2,163.77
I6171,O1662,P023,1,37.56
I6172,O1662,P045,1,21.42
I6173,O1662,P047,2,100.81
I6174,O1664,P043,1,68.9
I6175,O1666,P030,2,151.89
I6176,O1666,P031,3,41.51
I6177,O1667,P023,1,37.56
I6178,O1667,P035,1,18.18
I6179,O1667,P046,1,20.94
I6180,O1668,P045,1,21.42
I6181,O1669,P044,1,65.0
I6182,O1669,P023,1,37.56
I6183,O1670,P014,1,55.21
I6184,O1671,P050,1,52.19
I6185,O1671,P044,1,65.0
I6186,O1672,P010,3,89.0
I6187,O1672,P034,1,87.6
I6188,O1672,P017,1,92.82
I6189,O1673,P027,1,45.29
I6190,O1674,P042,1,31.85
I6191,O1674,P010,2,89.0
I6192,O1674,P018,1,107.15
I6193,O1675,P047,1,100.81
I6194,O1676,P027,1,45.29
I6195,O1676,P017,1,92.82
I6196,O1677,P011,1,27.96
I6197,O1677,P002,1,995.46
I6198,O1677,P041,1,33.49
I6199,O1678,P005,1,944.79
I6200,O1680,P014,3,55.21
I6201,O1681,P024,2,38.7
I6202,O1681,P038,1,54.95
I6203,O1681,P049,1,54.92
I6204,O1681,P032,1,52.62
I6205,O1682,P016,1,45.01
I6206,O1683,P035,3,18.18
I6207,O1684,P010,1,89.0
I6208,O1684,P039,1,12.02
I6209,O1684,P045,1,21.42
I6210,O1684,P036,1,21.91
I6211,O1685,P032,2,52.62
I6212,O1685,P045,1,21.42
I6213,O1686,P009,1,95.1
I6214,O1687,P001,1,909.71
I6215,O1687,P050,1,52.19
I6216,O1688,P001,1,909.71
I6217,O1689,P038,1,54.95
I6218,O1690,P021,3,91.12
I6219,O1690,P016,1,45.01
I6220,O1690,P040,2,12.78
I6221,O1691,P023,1,37.56
I6222,O1691,P039,1,12.02
I6223,O1691,P033,1,75.1
I6224,O1692,P027,1,45.29
I6225,O1693,P040,1,12.78
I6226,O1694,P017,1,92.82
I6227,O1695,P037,1,70.0
I6228,O1696,P027,2,45.29
I6229,O1696,P050,1,52.19
I6230,O1696,P019,1,122.89
I6231,O1697,P005,1,944.79
I6232,O1697,P017,3,92.82
I6233,O1697,P028,1,59.26
I6234,O1697,P023,1,37.56
I6235,O1697,P042,1,31.85
I6236,O1698,P037,1,70.0
I6237,O1698,P010,1,89.0
I6238,O1699,P023,1,37.56
I6239,O1700,P014,1,55.21
I6240,O1701,P004,1,163.77
I6241,O1702,P036,1,21.91
I6242,O1703,P019,1,122.89
I6243,O1704,P040,1,12.78
I6244,O1705,P005,1,944.79
I6245,O1705,P023,1,37.56
I6246,O1706,P038,1,54.95
I6247,O1706,P042,1,31.85
I6248,O1706,P029,2,150.37
I6249,O1707,P010,1,89.0
I6250,O1709,P011,2,27.96
I6251,O1710,P039,1,12.02
I6252,O1711,P022,1,93.94
I6253,O1712,P017,1,92.82
I6254,O1712,P038,1,54.95
I6255,O1713,P007,1,242.84
I6256,O1713,P039,1,12.02
I6257,O1714,P041,1,33.49
I6258,O1714,P014,1,55.21
I6259,O1715,P025,1,207.07
I6260,O1715,P021,2,91.12
I6261,O1715,P010,2,89.0
I6262,O1715,P012,1,25.84
I6263,O1717,P013,1,57.76
I6264,O1717,P015,1,56.79
I6265,O1718,P017,1,92.82
I6266,O1718,P009,1,95.1
I6267,O1718,P016,1,45.01
I6268,O1718,P049,1,54.92
I6269,O1719,P022,1,93.94
I6270,O1720,P003,1,178.53
I6271,O1721,P040,2,12.78
I6272,O1721,P035,1,18.18
I6273,O1721,P028,1,59.26
I6274,O1722,P003,1,178.53
I6275,O1723,P009,1,95.1
I6276,O1724,P023,1,37.56
I6277,O1725,P017,1,92.82
I6278,O1726,P011,1,27.96
I6279,O1727,P034,1,87.6
I6280,O1727,P041,2,33.49
I6281,O1728,P041,1,33.49
I6282,O1728,P012,1,25.84
I6283,O1729,P032,1,52.62
I6284,O1729,P011,3,27.96
I6285,O1730,P021,2,91.12
I6286,O1731,P041,1,33.49
I6287,O1731,P014,1,55.21
I6288,O1731,P015,1,56.79
I6289,O1732,P033,2,75.1
I6290,O1733,P044,2,65.0
I6291,O1734,P030,1,151.89
I6292,O1734,P034,1,87.6
I6293,O1734,P039,1,12.02
I6294,O1735,P043,1,68.9
I6295,O1735,P041,1,33.49
I6296,O1735,P028,2,59.26
I6297,O1736,P014,2,55.21
I6298,O1736,P049,1,54.92
I6299,O1737,P010,1,89.0
I6300,O1737,P044,1,65.0
I6301,O1737,P014,1,55.21
I6302,O1737,P033,1,75.1
I6303,O1738,P001,1,909.71
I6304,O1739,P018,1,107.15
I6305,O1740,P016,1,45.01
I6306,O1740,P024,2,38.7
I6307,O1740,P031,1,41.51
I6308,O1740,P021,2,91.12
I6309,O1740,P022,2,93.94
I6310,O1741,P042,1,31.85
I6311,O1741,P031,1,41.51
I6312,O1741,P012,1,25.84
I6313,O1742,P040,1,12.78
I6314,O1743,P015,1,56.79
I6315,O1743,P045,1,21.42
I6316,O1743,P034,3,87.6
I6317,O1744,P012,1,25.84
I6318,O1744,P006,1,799.47
I6319,O1744,P038,1,54.95
I6320,O1745,P048,1,92.62
I6321,O1745,P035,1,18.18
I6322,O1746,P019,2,122.89
I6323,O1747,P050,1,52.19
I6324,O1749,P038,1,54.95
I6325,O1750,P017,1,92.82
I6326,O1751,P040,1,12.78
I6327,O1751,P013,3,57.76
I6328,O1751,P032,1,52.62
I6329,O1752,P013,1,57.76
I6330,O1752,P011,1,27.96
I6331,O1753,P050,3,52.19
I6332,O1754,P024,1,38.7
I6333,O1754,P034,1,87.6
I6334,O1755,P050,1,52.19
I6335,O1756,P040,1,12.78
I6336,O1756,P010,1,89.0
I6337,O1756,P033,1,75.1
I6338,O1756,P017,1,92.82
I6339,O1757,P032,1,52.62
I6340,O1757,P021,1,91.12
I6341,O1757,P025,2,207.07
I6342,O1758,P021,1,91.12
I6343,O1758,P023,1,37.56
I6344,O1759,P025,1,207.07
I6345,O1760,P025,1,207.07
I6346,O1760,P020,1,121.62
I6347,O1760,P017,1,92.82
I6348,O1762,P025,1,207.07
I6349,O1762,P009,1,95.1
I6350,O1763,P018,1,107.15
I6351,O1763,P048,2,92.62
I6352,O1763,P013,1,57.76
I6353,O1764,P019,2,122.89
I6354,O1764,P045,1,21.42
I6355,O1765,P039,1,12.02
I6356,O1765,P002,1,995.46
I6357,O1766,P045,1,21.42
I6358,O1767,P031,1,41.51
I6359,O1767,P010,2,89.0
I6360,O1769,P024,1,38.7
I6361,O1770,P032,1,52.62
I6362,O1771,P049,1,54.92
I6363,O1771,P035,1,18.18
I6364,O1772,P021,1,91.12
I6365,O1772,P026,1,230.73
I6366,O1773,P024,1,38.7
I6367,O1773,P013,1,57.76
I6368,O1773,P022,1,93.94
I6369,O1773,P048,2,92.62
I6370,O1774,P034,1,87.6
I6371,O1775,P014,1,55.21
I6372,O1775,P015,1,56.79
I6373,O1776,P048,1,92.62
I6374,O1777,P005,1,944.79
I6375,O1778,P049,1,54.92
I6376,O1778,P017,2,92.82
I6377,O1778,P010,1,89.0
I6378,O1779,P012,1,25.84
I6379,O1780,P031,1,41.51
I6380,O1780,P034,2,87.6
I6381,O1780,P033,1,75.1
I6382,O1780,P040,1,12.78
I6383,O1780,P050,1,52.19
I6384,O1781,P013,2,57.76
I6385,O1781,P022,1,93.94
I6386,O1781,P048,1,92.62
I6387,O1782,P028,2,59.26
I6388,O1782,P040,1,12.78
I6389,O1782,P033,2,75.1
I6390,O1783,P011,1,27.96
I6391,O1784,P010,1,89.0
I6392,O1784,P012,1,25.84
I6393,O1785,P038,1,54.95
I6394,O1786,P036,1,21.91
I6395,O1787,P024,1,38.7
I6396,O1787,P025,2,207.07
I6397,O1788,P029,1,150.37
I6398,O1789,P028,1,59.26
I6399,O1789,P049,1,54.92
I6400,O1789,P019,1,122.89
I6401,O1790,P030,1,151.89
I6402,O1790,P013,1,57.76
I6403,O1791,P044,1,65.0
I6404,O1791,P016,1,45.01
I6405,O1792,P028,1,59.26
I6406,O1792,P035,1,18.18
I6407,O1792,P043,1,68.9
I6408,O1793,P009,2,95.1
I6409,O1794,P024,1,38.7
I6410,O1795,P019,1,122.89
I6411,O1796,P043,2,68.9
I6412,O1797,P022,1,93.94
I6413,O1797,P038,1,54.95
I6414,O1798,P011,1,27.96
I6415,O1798,P034,1,87.6
I6416,O1798,P021,1,91.12
I6417,O1799,P036,1,21.91
I6418,O1800,P030,1,151.89
I6419,O1801,P050,1,52.19
I6420,O1801,P005,1,944.79
I6421,O1802,P006,1,799.47
I6422,O1802,P014,1,55.21
I6423,O1802,P045,1,21.42
I6424,O1802,P044,1,65.0
I6425,O1802,P013,1,57.76
I6426,O1803,P032,1,52.62
I6427,O1804,P042,3,31.85
I6428,O1805,P015,1,56.79
I6429,O1805,P031,1,41.51
I6430,O1805,P025,1,207.07
I6431,O1806,P042,2,31.85
I6432,O1806,P030,1,151.89
I6433,O1807,P007,1,242.84
I6434,O1808,P017,1,92.82
I6435,O1809,P049,1,54.92
I6436,O1810,P038,1,54.95
I6437,O1810,P041,1,33.49
I6438,O1811,P018,1,107.15
I6439,O1811,P021,1,91.12
I6440,O1811,P023,1,37.56
I6441,O1812,P010,1,89.0
I6442,O1813,P024,1,38.7
I6443,O1815,P047,1,100.81
I6444,O1815,P017,1,92.82
I6445,O1815,P042,1,31.85
I6446,O1815,P035,1,18.18
I6447,O1815,P007,1,242.84
I6448,O1816,P050,1,52.19
I6449,O1817,P013,2,57.76
I6450,O1817,P002,1,995.46
I6451,O1817,P021,1,91.12
I6452,O1817,P042,1,31.85
I6453,O1817,P025,1,207.07
I6454,O1818,P026,1,230.73
I6455,O1818,P030,2,151.89
I6456,O1819,P023,1,37.56
I6457,O1819,P046,1,20.94
I6458,O1820,P049,1,54.92
I6459,O1820,P009,2,95.1
I6460,O1821,P042,1,31.85
I6461,O1822,P034,1,87.6
I6462,O1822,P017,1,92.82
I6463,O1823,P008,1,237.58
I6464,O1824,P041,1,33.49
I6465,O1824,P025,1,207.07
I6466,O1824,P011,2,27.96
I6467,O1826,P046,1,20.94
I6468,O1827,P015,2,56.79
I6469,O1828,P040,2,12.78
I6470,O1828,P028,1,59.26
I6471,O1829,P010,1,89.0
I6472,O1829,P033,1,75.1
I6473,O1829,P039,1,12.02
I6474,O1829,P030,1,151.89
I6475,O1830,P008,1,237.58
I6476,O1830,P016,1,45.01
I6477,O1831,P005,1,944.79
I6478,O1832,P031,1,41.51
I6479,O1832,P050,1,52.19
I6480,O1832,P004,1,163.77
I6481,O1833,P042,1,31.85
I6482,O1833,P050,2,52.19
I6483,O1833,P027,1,45.29
I6484,O1834,P036,1,21.91
I6485,O1835,P015,2,56.79
I6486,O1835,P045,1,21.42
I6487,O1836,P048,1,92.62
I6488,O1837,P027,1,45.29
I6489,O1837,P011,2,27.96
I6490,O1838,P024,1,38.7
I6491,O1838,P023,1,37.56
I6492,O1839,P032,1,52.62
I6493,O1840,P020,2,121.62
I6494,O1840,P024,1,38.7
I6495,O1840,P031,3,41.51
I6496,O1840,P023,1,37.56
I6497,O1841,P037,1,70.0
I6498,O1841,P023,1,37.56
I6499,O1841,P010,2,89.0
I6500,O1842,P037,2,70.0
I6501,O1842,P039,1,12.02
I6502,O1843,P009,1,95.1
I6503,O1844,P024,1,38.7
I6504,O1844,P040,1,12.78
I6505,O1844,P028,3,59.26
I6506,O1845,P030,1,151.89
I6507,O1846,P041,1,33.49
I6508,O1847,P012,2,25.84
I6509,O1848,P041,1,33.49
I6510,O1849,P041,1,33.49
I6511,O1849,P024,1,38.7
I6512,O1850,P044,1,65.0
I6513,O1850,P041,1,33.49
I6514,O1851,P032,1,52.62
I6515,O1852,P042,1,31.85
I6516,O1852,P041,1,33.49
I6517,O1852,P044,1,65.0
I6518,O1854,P039,1,12.02
I6519,O1854,P038,1,54.95
I6520,O1855,P015,3,56.79
I6521,O1855,P046,1,20.94
I6522,O1856,P050,1,52.19
I6523,O1856,P027,1,45.29
I6524,O1857,P024,1,38.7
I6525,O1858,P017,1,92.82
I6526,O1858,P018,2,107.15
I6527,O1858,P033,1,75.1
I6528,O1859,P034,1,87.6
I6529,O1859,P050,1,52.19
I6530,O1860,P046,1,20.94
I6531,O1861,P010,1,89.0
I6532,O1861,P031,1,41.51
I6533,O1862,P016,3,45.01
I6534,O1862,P040,1,12.78
I6535,O1862,P037,1,70.0
I6536,O1863,P025,1,207.07
I6537,O1863,P050,1,52.19
I6538,O1864,P019,1,122.89
I6539,O1864,P042,1,31.85
I6540,O1865,P011,1,27.96
I6541,O1866,P009,1,95.1
I6542,O1867,P022,1,93.94
I6543,O1867,P011,1,27.96
I6544,O1868,P019,1,122.89
I6545,O1868,P012,1,25.84
I6546,O1869,P043,1,68.9
I6547,O1869,P031,1,41.51
I6548,O1870,P040,1,12.78
I6549,O1870,P020,1,121.62
I6550,O1870,P050,2,52.19
I6551,O1870,P007,3,242.84
I6552,O1871,P015,1,56.79
I6553,O1871,P028,1,59.26
I6554,O1872,P023,3,37.56
I6555,O1873,P037,1,70.0
I6556,O1873,P045,1,21.42
I6557,O1873,P011,2,27.96
I6558,O1874,P033,1,75.1
I6559,O1875,P005,2,944.79
I6560,O1876,P021,1,91.12
I6561,O1876,P017,1,92.82
I6562,O1877,P002,3,995.46
I6563,O1877,P049,1,54.92
I6564,O1877,P045,1,21.42
I6565,O1878,P037,1,70.0
I6566,O1878,P039,1,12.02
I6567,O1879,P045,1,21.42
I6568,O1880,P042,1,31.85
I6569,O1881,P050,1,52.19
I6570,O1881,P004,1,163.77
I6571,O1881,P011,1,27.96
I6572,O1882,P048,1,92.62
I6573,O1883,P009,1,95.1
I6574,O1883,P045,2,21.42
I6575,O1884,P042,1,31.85
I6576,O1884,P022,2,93.94
I6577,O1884,P038,1,54.95
I6578,O1884,P012,2,25.84
I6579,O1884,P039,1,12.02
I6580,O1884,P016,1,45.01
I6581,O1885,P039,3,12.02
I6582,O1885,P028,1,59.26
I6583,O1885,P040,1,12.78
I6584,O1885,P020,1,121.62
I6585,O1886,P010,1,89.0
I6586,O1886,P045,1,21.42
I6587,O1886,P041,1,33.49
I6588,O1887,P014,3,55.21
I6589,O1887,P034,3,87.6
I6590,O1888,P035,1,18.18
I6591,O1888,P016,1,45.01
I6592,O1888,P036,1,21.91
I6593,O1889,P016,1,45.01
I6594,O1889,P042,1,31.85
I6595,O1889,P014,1,55.21
I6596,O1889,P035,1,18.18
I6597,O1890,P031,1,41.51
I6598,O1890,P010,1,89.0
I6599,O1892,P031,1,41.51
I6600,O1892,P040,1,12.78
I6601,O1893,P045,1,21.42
I6602,O1894,P015,1,56.79
I6603,O1895,P009,1,95.1
I6604,O1895,P027,2,45.29
I6605,O1895,P042,2,31.85
I6606,O1896,P010,1,89.0
I6607,O1896,P043,3,68.9
I6608,O1896,P015,1,56.79
I6609,O1896,P009,1,95.1
I6610,O1897,P050,1,52.19
I6611,O1898,P017,2,92.82
I6612,O1898,P011,3,27.96
I6613,O1898,P006,1,799.47
I6614,O1899,P021,2,91.12
I6615,O1899,P023,3,37.56
I6616,O1901,P033,2,75.1
I6617,O1902,P023,1,37.56
I6618,O1902,P010,1,89.0
I6619,O1903,P043,1,68.9
I6620,O1904,P008,1,237.58
I6621,O1905,P001,1,909.71
I6622,O1905,P010,1,89.0
I6623,O1906,P011,2,27.96
I6624,O1907,P009,1,95.1
I6625,O1908,P038,1,54.95
I6626,O1908,P010,1,89.0
I6627,O1908,P037,1,70.0
I6628,O1908,P041,1,33.49
I6629,O1908,P046,1,20.94
I6630,O1908,P022,1,93.94
I6631,O1909,P005,1,944.79
I6632,O1909,P049,2,54.92
I6633,O1910,P019,1,122.89
I6634,O1911,P043,1,68.9
I6635,O1912,P027,2,45.29
I6636,O1912,P046,2,20.94
I6637,O1912,P013,1,57.76
I6638,O1913,P045,1,21.42
I6639,O1914,P044,1,65.0
I6640,O1915,P021,1,91.12
I6641,O1917,P021,1,91.12
I6642,O1917,P010,1,89.0
